Player,Team,Salary Cap Value,Cash Spent
Trevor Davis\DaviTr03,Packers,596794,540000
Tyreek Hill*\HillTy00,Chiefs,586260,568760
Jakeem Grant\GranJa00,Dolphins,575095,540000
Cody Core,Bengals,571983,540000
Chad Hansen\HansCh00,Jets,569912,884648
Jehu Chesson\ChesJe00,Chiefs,569912,884648
Bruce Ellington\ElliBr00,Texans,559235,559235
Carlos Henderson,Broncos,552496,1165984
Roger Lewis\LewiRo03,Giants,546166,540000
Robby Anderson\AndeRo04,Jets,543333,540000
Alex Erickson\EricAl01,Bengals,543000,540000
Eli Rogers\RogeEl00,Steelers,541668,540000
Johnny Holton\HoltJo00,Raiders,541666,540000
Tommylee Lewis\LewiTo00,Saints,541666,540000
Jordan Taylor\TaylJo01,Broncos,540000,540000
Chester Rogers\RogeCh02,Colts,540000,540000
J.D. McKissic\McKiJ.00,Seahawks,540000,540000
Tanner McEvoy\McEvTa01,Seahawks,540000,540000
Kelvin Benjamin\BenjKe00,Bills,529412,529412
Shelton Gibson\GibsSh00,Eagles,529312,722248
Isaiah McKenzie\McKeIs00,Broncos,523964,700856
Dede Westbrook\WestDe00,Jaguars,517041,1072341
Trent Taylor\TaylTr02,49ers,515487,666948
Geronimo Allison\AlliGe01,Packers,508235,508235
Rashard Higgins\HiggRa00,Browns,508235,508235
Malcolm Mitchell,Patriots,507498,363000
Willie Snead\SneaWi00,Saints,506471,506471
Stacy Coley,Vikings,489173,561692
Tavarres King\KingTa00,Giants,487059,487059
Noah Brown\BrowNo00,Cowboys,482988,536952
Kendrick Bourne\BourKe00,49ers,466666,470000
Keelan Cole\ColeKe00,Jaguars,466333,469000
Marcus Johnson\JohnMa07,Eagles,465000,465000
Austin Carr,Saints,465000,465000
Victor Bolden,49ers,447019,452353
Damiere Byrd\ByrdDa00,Panthers,446294,446294
Mike Thomas\ThomMi04,Rams,441958,412941
Tajae Sharpe,Titans,431721,363000
Charone Peake\PeakCh00,Jets,411330,394235
Justin Hardee,Saints,410294,410294
Deonte Thompson\ThomDe04,Bills,397941,501471
Aaron Burbridge,49ers,388089,363000
Jeremy Butler,Bills,388000,388000
Chris Thompson\ThomCh03,Texans,382941,382941
Josh Gordon\GordJo02,Browns,377084,377084
Isaiah Ford,Dolphins,367578,426312
Devin Fuller,Falcons,366446,348000
Brenton Bersin\BersBr00,Panthers,365294,365294
Shane Wynn,Jaguars,363000,363000
Neal Sterling\SterNe00,Jets,361765,361765
Geremy Davis,Chargers,361765,361765
Dominique Williams,Eagles,353000,358000
Fred Ross,Panthers,351333,358000
Tim White,Ravens,350000,354000
Brisly Estime,Jets,349666,353000
Deante Gray,Texans,348666,350000
Tyler Gaffney,Jaguars,348000,348000
Dan Arnold,Saints,348000,348000
Herb Waters,Packers,348000,348000
Keeon Johnson,Giants,348000,348000
Marvin Hall\HallMa02,Falcons,328235,328235
Travis Rudolph\RudoTr00,Giants,328235,328235
Kaelin Clay\ClayKa00,Panthers,317647,317647
Jaydon Mickens\MickJa01,Jaguars,300882,300882
Krishawn Hogan,Colts,300353,300353
Louis Murphy\MurpLo00,49ers,289412,423529
Maurice Harris\HarrMa05,Redskins,254118,254118
Freddie Martino\MartFr00,Buccaneers,253235,253235
Rodney Adams,Vikings,246176,246176
Kalif Raymond\RaymKa00,Giants,222353,222353
Jojo Natson\NatsJo00,Jets,218824,218824
Cobi Hamilton\HamiCo00,Texans,190588,190588
Terrell Sinkfield,Jets,187000,187000
Bradley Marquez,Lions,180882,180882
Larry Pinkard\PinkLa00,Jaguars,177706,177706
David Moore,Seahawks,164118,164118
Kasen Williams\WillKa02,Browns,164112,164112
Kenny Britt\BritKe00,Patriots,158824,158824
K.J. Brent,Colts,136765,136765
Michael Clark\ClarMi00,Packers,136765,136765
Bobo Wilson,Buccaneers,136765,136765
Isaac Whitney,Raiders,136765,136765
Cody Hollister,Patriots,136400,136400
Greg Ward,Eagles,127500,127500
DeAndrew White\WhitDe01,Texans,127059,127059
Deante Burton,Falcons,122400,122400
DeAndre Smelter,49ers,122400,122400
DeAndre Carter,49ers,122400,122400
Marcus Tucker,Steelers,122400,122400
Keon Hatcher,Raiders,122400,122400
Travin Dural,Saints,122400,122400
Cayleb Jones,Vikings,122400,122400
Drew Morgan,Dolphins,122400,122400
Malcolm Lewis,Dolphins,122400,122400
Artavis Scott,Chargers,122400,122400
Andre Patton,Chargers,122400,122400
Gehrig Dieter,Chiefs,122400,122400
DeAngelo Yancey,Packers,122400,122400
Dontez Ford,Lions,122400,122400
Levonte Whitfield,Bengals,122400,122400
Zach Pascal,Titans,122000,122000
Riley McCarron,Patriots,122000,122000
Jalin Marshall,Jets,121000,121000
Brian Brown,Cowboys,115200,115200
Damore'ea Stringfellow,Jets,115200,115200
Brandon Reilly,Bills,109412,109412
Robert Davis,Redskins,109412,109412
Jamaal Jones,Panthers,100800,100800
Fred Brown,Rams,100800,100800
Bug Howard,Browns,100800,100800
Matt Hazel\HazeMa01,Browns,95294,95294
Darius Powe\PoweDa02,Giants,88765,88765
Hunter Sharp\SharHu01,Giants,82059,82059
Jaelen Strong\StroJa01,Jaguars,80588,80588
Marcus Kemp,Chiefs,79200,79200
Nelson Spruce,Bears,79200,79200
Kenny Bell,Ravens,72000,72000
Keenan Reynolds,Redskins,57600,57600
Andy Jones,Lions,54706,54706
Mose Frazier,Panthers,54706,54706
Dres Anderson,Colts,50400,50400
Tanner Gentry\GentTa00,Bears,50400,50400
Tim Patrick,Broncos,50400,50400
Bryce Treggs\TregBr00,Eagles,45000,45000
Tre McBride\McBrTr00,Jets,44400,44400
DeMarcus Ayers,Bears,43200,43200
Lucky Whitehead,Jets,36176,36176
Darius Jennings,Titans,36000,36000
Rashawn Scott,Dolphins,31765,31765
Marquis Bundy,Giants,31765,31765
Bernard Reedy\ReedBe01,Patriots,30000,30000
Cyril Grayson,Seahawks,28800,28800
Jace Billingsley,Lions,27353,27353
Malachi Dupre,Bills,27353,27353
Quincy Adeboyejo,Ravens,27353,27353
Kolby Listenbee,Colts,21600,21600
Colby Pearson,Packers,21600,21600
Carlton Agudosi,Cardinals,21600,21600
Rasheed Bailey,Panthers,21600,21600
Kolby Listenbee,Colts,21600,21600
Walt Powell,Jaguars,14400,14400
Marcus Lucas,Raiders,14400,14400
Devin Lucien,Buccaneers,14400,14400
Mekale McKay Jr.,Bears,14400,14400
Justin Thomas,Steelers,14400,14400
River Cracraft,Broncos,14400,14400
Rashad Ross,Cardinals,14400,14400
Daniel Williams,Jets,7200,7200
Quan Bray\BrayQu00,Bills,7200,7200
Jake Lampman,Buccaneers,7200,7200
Rashard Davis,Eagles,7200,7200
Canaan Severin,Giants,7200,7200
Jordan Leslie\LeslJo00,Broncos,7200,7200
KD Cannon,Cowboys,7200,7200
Austin Duke,Panthers,7200,7200
Tevaun Smith,Jaguars,7200,7200
Jake Kumerow,Packers,7200,7200
C.J. Board,Browns,7200,7200
Quan Bray\BrayQu00,Colts,0,0
Rodney Adams,Vikings,0,0
Bernard Reedy\ReedBe01,Patriots,0,0
Marcus Kemp,Chiefs,0,0
Bryce Treggs\TregBr00,Browns,0,0
Chris King,Jets,0,0
