1	24	OAK
from CHI
Josh Jacobs	RB	21	Alabama	4	$11,933,398	$6,698,836	$2,169,709
2	53	PHI
from BAL
Miles Sanders	RB	21	Penn State	4	$5,350,175	$1,911,036	$972,759
3	70	LAR
from TB
Darrell Henderson	RB	21	Memphis	4	$4,212,005	$1,090,656	$767,664
3	73	CHI
from DET
via NE
David Montgomery	RB	21	Iowa State	4	$4,015,380	$1,046,180	$756,545
3	74	BUF
Devin Singletary	RB	21	Florida Atlantic	4	$3,898,000	$1,035,824	$753,956
3	87	NE
from CHI
Damien Harris	RB	22	Alabama	4	$3,631,136	$886,136	$716,534
3	102 (C)	MIN
from BAL
Alexander Mattison	RB	20	Boise State	4	$3,471,172	$822,172	$700,543
4	112	WAS
from BUF
Bryce Love	RB	21	Stanford	4	$3,274,332	$754,332	$642,288
4	113	BAL
from DEN
Justice Hill	RB	21	Oklahoma State	4	$3,261,656	$741,656	$680,414
4	122	PIT
Benny Snell Jr.	RB	21	Kentucky	4	$3,222,068	$702,068	$670,517
4	128	DAL
Tony Pollard	RB	21	Memphis	4	$3,187,780	$667,780	$661,945
5	140	JAC
from NYJ
via OAK
Ryquell Armstead	RB	22	Temple	4	$2,865,756	$345,756	$581,439
5	152	ATL
Qadree Ollison	RB	22	Pittsburgh	4	$2,831,564	$311,564	$572,891
5	154	CAR
Jordan Scarlett	RB	23	Florida	4	$2,829,412	$309,412	$537,945
6	182	CIN
from DEN
Trayveon Williams	RB	21	Texas A&M	4	$2,701,984	$181,984	$540,496
6	186	DET
from ATL
Ty Johnson	RB	21	Maryland	4	$2,691,904	$171,904	$537,976
6	194	GB
from SEA
Dexter Williams	RB	22	Notre Dame	4	$2,686,056	$166,056	$536,514
6	204	SEA
from NE
via DET
via MIN
Travis Homer	RB	20	Miami (FL)	4	$2,662,816	$142,816	$530,704
6	211 (C)	CIN
Rodney Anderson	RB	22	Oklahoma	4	$2,647,353	$127,356	$409,839
6	214 (C)	KC
Darwin Thompson	RB	22	Utah State	4	$2,647,840	$127,840	$526,960
7	218	DAL
from OAK
Mike Weber	RB	21	Ohio State	4	$2,628,392	$108,392	$522,098
7	222	CHI
from DEN
via PHI
Kerrith Whyte	RB	22	Florida Atlantic	4	$2,621,080	$101,080	$520,270
7	234	MIA
from PIT
via CLE
Myles Gaskin	RB	22	Washington	4	$2,606,777	$86,777	$516,694
