Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
217,Jonnu Smith\SmitJo01,TEN,22,TE/wr,16,13,30,18,60.00%,157,8.7,2,32,5.2,1.1,9.8,0
218,Jarius Wright\WrigJa02,MIN,28,,16,0,25,18,72.00%,198,11,2,30,7.9,1.1,12.4,0
219,Darren Fells\FellDa01,DET,31,TE,16,13,26,17,65.40%,177,10.4,3,23,6.8,1.1,11.1,0
220,D.J. Foster\FostD.01,ARI,24,,7,0,28,17,60.70%,133,7.8,0,20,4.8,2.4,19,0
221,Elijah McGuire\McGuEl00,NYJ,23,rb,16,2,26,17,65.40%,177,10.4,1,38,6.8,1.1,11.1,2
222,Greg Olsen\OlseGr00,CAR,32,te,7,7,38,17,44.70%,191,11.2,1,30,5,2.4,27.3,0
223,Russell Shepard\ShepRu00,CAR,27,wr,15,3,32,17,53.10%,202,11.9,1,40,6.3,1.1,13.5,1
224,Peyton Barber\BarbPe01,TAM,23,rb,16,4,19,16,84.20%,114,7.1,0,34,6,1,7.1,2
225,Kendrick Bourne\BourKe00,SFO,22,,11,0,34,16,47.10%,257,16.1,0,54,7.6,1.5,23.4,0
226,Travaris Cadet\CadeTr00,2TM,28,,9,0,19,16,84.20%,119,7.4,0,16,6.3,1.8,13.2,0
227,Gerald Everett\EverGe00,LAR,23,te,16,2,32,16,50.00%,244,15.3,2,69,7.6,1,15.3,1
228,Josh Hill\HillJo02,NOR,27,TE,16,11,22,16,72.70%,125,7.8,1,22,5.7,1,7.8,2
229,Mack Hollins\HollMa00,PHI,24,,16,0,22,16,72.70%,226,14.1,1,64,10.3,1,14.1,0
230,Taywan Taylor\TaylTa00,TEN,22,wr,16,4,28,16,57.10%,231,14.4,1,53,8.3,1,14.4,0
231,Kamar Aiken\AikeKa00,IND,28,wr,15,7,44,15,34.10%,133,8.9,0,21,3,1,8.9,0
232,Brice Butler\ButlBr00,DAL,27,,13,0,23,15,65.20%,317,21.1,3,53,13.8,1.2,24.4,0
233,Mike Davis\DaviMi01,SEA,24,rb,6,6,18,15,83.30%,131,8.7,0,23,7.3,2.5,21.8,0
234,Latavius Murray\MurrLa00,MIN,27,RB,16,11,17,15,88.20%,103,6.9,0,28,6.1,0.9,6.4,1
235,Curtis Samuel\SamuCu00,CAR,21,rb/wr,9,4,26,15,57.70%,115,7.7,0,23,4.4,1.7,12.8,0
236,Dion Sims\SimsDi00,CHI,26,TE,14,14,29,15,51.70%,180,12,1,27,6.2,1.1,12.9,0
237,Maxx Williams\WillMa04,BAL,23,te/wr,11,8,18,15,83.30%,86,5.7,1,17,4.8,1.4,7.8,1
238,Luke Willson\WillLu00,SEA,27,te,16,7,22,15,68.20%,153,10.2,4,27,7,0.9,9.6,0
239,Kapri Bibbs\BibbKa00,WAS,24,,3,0,17,14,82.40%,128,9.1,1,36,7.5,4.7,42.7,0
240,C.J. Fiedorowicz\FiedC.00,HOU,26,te,5,5,22,14,63.60%,127,9.1,0,15,5.8,2.8,25.4,0
241,Virgil Green\GreeVi00,DEN,29,TE,16,16,22,14,63.60%,191,13.6,1,44,8.7,0.9,11.9,0
242,Vance McDonald\McDoVa00,PIT,27,te,10,7,24,14,58.30%,188,13.4,1,28,7.8,1.4,18.8,0
243,James O'Shaughnessy\O'ShJa00,JAX,25,te,16,1,24,14,58.30%,149,10.6,1,29,6.2,0.9,9.3,0
244,De'Anthony Thomas\ThomDe05,KAN,24,wr,16,2,16,14,87.50%,143,10.2,2,57,8.9,0.9,8.9,1
245,Mike Tolbert\TolbMi00,BUF,32,,12,0,17,14,82.40%,78,5.6,0,12,4.6,1.2,6.5,2
246,Tavon Austin\AustTa00,LAR,27,WR,16,9,22,13,59.10%,47,3.6,0,13,2.1,0.8,2.9,5
247,Daniel Brown\BrowDa04,CHI,25,te,14,2,20,13,65.00%,129,9.9,0,17,6.5,0.9,9.2,0
248,Brent Celek\CeleBr00,PHI,32,TE,16,10,24,13,54.20%,130,10,1,28,5.4,0.8,8.1,0
249,Jakeem Grant\GranJa00,MIA,25,,16,0,22,13,59.10%,203,15.6,2,65,9.2,0.8,12.7,2
250,Ryan Griffin\GrifRy00,HOU,27,te,7,6,26,13,50.00%,158,12.2,1,35,6.1,1.9,22.6,0
251,Andre Holmes\HolmAn00,BUF,29,wr,14,2,22,13,59.10%,120,9.2,3,36,5.5,0.9,8.6,0
252,Niles Paul\PaulNi00,WAS,28,te/wr,14,8,19,13,68.40%,94,7.2,0,32,4.9,0.9,6.7,0
253,Wendell Smallwood\SmalWe00,PHI,23,rb,8,3,18,13,72.20%,103,7.9,0,24,5.7,1.6,12.9,0
254,Jordan Taylor\TaylJo01,DEN,25,wr,10,2,20,13,65.00%,142,10.9,0,30,7.1,1.3,14.2,1
255,Brandon Williams\WillBr04,IND,30,TE/wr,14,10,17,13,76.50%,121,9.3,0,32,7.1,0.9,8.6,0
256,Phillip Dorsett\DorsPh00,NWE,24,wr,15,2,18,12,66.70%,194,16.2,0,39,10.8,0.8,12.9,0
257,Alex Erickson\EricAl01,CIN,25,,16,0,16,12,75.00%,180,15,1,37,11.3,0.8,11.3,6
258,Anthony Fasano\FasaAn00,MIA,33,te,16,6,16,12,75.00%,107,8.9,1,29,6.7,0.8,6.7,1
259,Richard Rodgers\RodgRi00,GNB,25,te,15,1,19,12,63.20%,160,13.3,1,36,8.4,0.8,10.7,0
260,Ricky Seals-Jones\SealRi00,ARI,22,te,10,1,28,12,42.90%,201,16.8,3,29,7.2,1.2,20.1,0
261,Adam Shaheen\ShahAd00,CHI,23,te,13,7,14,12,85.70%,127,10.6,3,31,9.1,0.9,9.8,0
262,Levine Toilolo\ToilLe00,ATL,26,TE,15,12,14,12,85.70%,122,10.2,1,25,8.7,0.8,8.1,0
263,Nick Vannett\VannNi00,SEA,24,te,15,4,15,12,80.00%,124,10.3,1,21,8.3,0.8,8.3,0
264,Chris Conley\ConlCh00,KAN,25,wr,5,5,16,11,68.80%,175,15.9,0,35,10.9,2.2,35,0
265,Dalvin Cook\CookDa01,MIN,22,rb,4,4,16,11,68.80%,90,8.2,0,36,5.6,2.8,22.5,1
266,Pharoh Cooper*+\CoopPh00,LAR,22,wr,16,1,19,11,57.90%,84,7.6,0,26,4.4,0.7,5.3,3
267,Derrick Henry\HenrDe00,TEN,23,rb,16,2,17,11,64.70%,136,12.4,1,66,8,0.7,8.5,1
268,Troy Niklas\NiklTr00,ARI,25,TE/wr,15,11,23,11,47.80%,132,12,1,21,5.7,0.7,8.8,0
269,Adrian Peterson\PeteAd01,2TM,32,,10,7,19,11,57.90%,70,6.4,0,13,3.7,1.1,7,3
270,Josh Reynolds\ReynJo00,LAR,22,wr,16,1,24,11,45.80%,104,9.5,1,28,4.3,0.7,6.5,0
271,Mike Williams\WillMi07,LAC,23,wr,10,1,23,11,47.80%,95,8.6,0,20,4.1,1.1,9.5,0
272,Dwayne Allen\AlleDw00,NWE,27,p/TE,16,8,22,10,45.50%,86,8.6,1,22,3.9,0.6,5.4,0
273,Damiere Byrd\ByrdDa00,CAR,24,wr,8,3,17,10,58.80%,105,10.5,2,31,6.2,1.3,13.1,0
274,Corey Clement\ClemCo00,PHI,23,,16,0,15,10,66.70%,123,12.3,2,28,8.2,0.6,7.7,0
275,Michael Floyd\FloyMi00,MIN,28,wr,11,1,17,10,58.80%,78,7.8,0,19,4.6,0.9,7.1,0
276,Tommylee Lewis\LewiTo00,NOR,25,,15,0,14,10,71.40%,116,11.6,1,52,8.3,0.7,7.7,1
277,David Morgan\MorgDa01,MIN,24,te,15,6,12,10,83.30%,95,9.5,1,23,7.9,0.7,6.3,0
278,Breshad Perriman\PerrBr02,BAL,24,wr,11,3,35,10,28.60%,77,7.7,0,14,2.2,0.9,7,0
279,C.J. Uzomah\UzomC.00,CIN,24,te,14,4,15,10,66.70%,92,9.2,1,21,6.1,0.7,6.6,0
280,Kerwynn Williams\WillKe05,ARI,26,rb,16,6,15,10,66.70%,93,9.3,0,25,6.2,0.6,5.8,0
281,Malcolm Brown\BrowMa03,LAR,24,rb,11,1,11,9,81.80%,53,5.9,0,16,4.8,0.8,4.8,1
282,Chad Hansen\HansCh00,NYJ,22,wr,15,1,17,9,52.90%,94,10.4,0,24,5.5,0.6,6.3,0
283,Jeff Heuerman\HeueJe00,DEN,25,te,14,6,21,9,42.90%,142,15.8,2,54,6.8,0.6,10.1,0
284,Johnny Holton\HoltJo00,OAK,26,wr,16,1,18,9,50.00%,218,24.2,3,64,12.1,0.6,13.6,3
285,Aaron Jones\JoneAa00,GNB,23,rb,12,4,18,9,50.00%,22,2.4,0,9,1.2,0.8,1.8,0
286,Doug Martin\MartDo00,TAM,28,RB,11,8,18,9,50.00%,84,9.3,0,17,4.7,0.8,7.6,1
287,Thomas Rawls\RawlTh00,SEA,24,rb,12,3,13,9,69.20%,94,10.4,0,22,7.2,0.8,7.8,1
288,Jacquizz Rodgers\RodgJa00,TAM,27,rb,16,4,11,9,81.80%,74,8.2,0,15,6.7,0.6,4.6,0
289,Robert Turbin\TurbRo00,IND,28,rb,6,1,11,9,81.80%,56,6.2,0,16,5.1,1.5,9.3,0
290,Clive Walford\WalfCl00,OAK,26,,13,0,13,9,69.20%,80,8.9,0,26,6.2,0.7,6.2,0
291,Kasen Williams\WillKa02,CLE,25,wr,7,2,18,9,50.00%,84,9.3,0,14,4.7,1.3,12,0
292,Jerell Adams\AdamJe01,NYG,25,wr,16,1,11,8,72.70%,92,11.5,0,38,8.4,0.5,5.8,0
293,Brenton Bersin\BersBr00,CAR,27,wr,8,1,14,8,57.10%,128,16,0,27,9.1,1,16,0
294,LeGarrette Blount\BlouLe00,PHI,31,RB,16,11,8,8,100.00%,50,6.3,1,20,6.3,0.5,3.1,1
295,Derek Carrier\CarrDe00,LAR,27,te/wr,14,3,11,8,72.70%,71,8.9,0,17,6.5,0.6,5.1,0
296,Amara Darboh\DarbAm00,SEA,23,,16,0,13,8,61.50%,71,8.9,0,16,5.5,0.5,4.4,0
297,Tyler Ervin\ErviTy00,HOU,24,,4,0,11,8,72.70%,38,4.8,0,7,3.5,2,9.5,0
298,Tre McBride\McBrTr00,CHI,25,wr,8,3,15,8,53.30%,144,18,0,45,9.6,1,18,0
299,Louis Murphy\MurpLo00,SFO,30,wr,7,7,17,8,47.10%,121,15.1,1,40,7.1,1.1,17.3,0
300,Paul Perkins\PerkPa00,NYG,23,rb,11,4,10,8,80.00%,46,5.8,0,11,4.6,0.7,4.2,0
301,Travis Rudolph\RudoTr00,NYG,22,wr,7,1,21,8,38.10%,101,12.6,0,29,4.8,1.1,14.4,0
302,Lee Smith\SmitLe00,OAK,30,TE/wr,16,9,11,8,72.70%,76,9.5,0,21,6.9,0.5,4.8,0
303,Willie Snead\SneaWi00,NOR,25,wr,11,7,16,8,50.00%,92,11.5,0,26,5.8,0.7,8.4,1
304,Jonathan Stewart\StewJo00,CAR,30,RB,15,10,15,8,53.30%,52,6.5,1,21,3.5,0.5,3.5,3
305,Eric Tomlinson\TomlEr01,NYJ,25,TE/wr,14,12,11,8,72.70%,121,15.1,1,34,11,0.6,8.6,0
306,Austin Traylor\TrayAu00,DEN,24,te,7,3,13,8,61.50%,100,12.5,0,34,7.7,1.1,14.3,0
307,Alfred Blue\BlueAl00,HOU,26,,11,0,9,7,77.80%,54,7.7,0,14,6,0.6,4.9,0
308,Leonte Carroo\CarrLe00,MIA,23,,14,0,12,7,58.30%,69,9.9,0,21,5.8,0.5,4.9,0
309,Chris Carson\CarsCh00,SEA,23,rb,4,3,8,7,87.50%,59,8.4,1,10,7.4,1.8,14.8,0
310,Patrick DiMarco\DiMaPa00,BUF,28,FB/rb,16,9,10,7,70.00%,28,4,0,9,2.8,0.4,1.8,0
311,C.J. Ham\HamxC.00,MIN,24,fb,16,1,8,7,87.50%,68,9.7,0,12,8.5,0.4,4.3,0
312,Alfred Morris\MorrAl00,DAL,29,rb,14,5,9,7,77.80%,45,6.4,0,13,5,0.5,3.2,0
313,Aaron Ripkowski\RipkAa00,GNB,25,fb,16,2,10,7,70.00%,39,5.6,0,12,3.9,0.4,2.4,0
314,Darren Sproles\SproDa00,PHI,34,,3,0,12,7,58.30%,73,10.4,0,16,6.1,2.3,24.3,1
315,Logan Thomas\ThomLo00,BUF,26,te,12,2,9,7,77.80%,67,9.6,1,22,7.4,0.6,5.6,0
316,Ross Travis\TravRo00,2TM,24,,15,3,17,7,41.20%,76,10.9,0,20,4.5,0.5,5.1,1
317,Tommy Bohanon\BohaTo00,JAX,27,FB,16,10,11,6,54.50%,43,7.2,1,14,3.9,0.4,2.7,0
318,Kaelin Clay\ClayKa00,2TM,25,,13,2,19,6,31.60%,85,14.2,0,28,4.5,0.5,6.5,3
319,Sammie Coates\CoatSa00,CLE,24,wr,12,1,11,6,54.50%,70,11.7,0,38,6.4,0.5,5.8,0
320,James Develin*\DeveJa00,NWE,29,fb/rb/te,16,7,10,6,60.00%,38,6.3,0,10,3.8,0.4,2.4,0
321,D'Onta Foreman\ForeDO00,HOU,21,rb,10,1,8,6,75.00%,83,13.8,0,34,10.4,0.6,8.3,2
322,Michael Hoomanawanui\HoomMi00,NOR,29,TE,14,10,10,6,60.00%,52,8.7,1,25,5.2,0.4,3.7,0
323,David Johnson\JohnDa08,ARI,26,rb,1,1,9,6,66.70%,67,11.2,0,24,7.4,6,67,2
324,Eddie Lacy\LacyEd00,SEA,27,rb,9,3,6,6,100.00%,47,7.8,0,14,7.8,0.7,5.2,0
325,Josh Malone\MaloJo00,CIN,21,wr,11,7,17,6,35.30%,63,10.5,1,25,3.7,0.5,5.7,0
326,Byron Marshall\MarsBy01,WAS,23,,4,0,8,6,75.00%,36,6,0,12,4.5,1.5,9,0
327,Jaydon Mickens\MickJa01,JAX,23,,10,0,11,6,54.50%,77,12.8,2,41,7,0.6,7.7,4
328,Jamize Olawale\OlawJa00,OAK,28,,12,0,7,6,85.70%,33,5.5,0,9,4.7,0.5,2.8,1
329,Branden Oliver\OlivBr01,LAC,26,,8,0,11,6,54.50%,26,4.3,0,11,2.4,0.8,3.3,0
330,C.J. Prosise\ProsC.00,SEA,23,,5,0,11,6,54.50%,87,14.5,0,46,7.9,1.2,17.4,0
331,Brian Quick\QuicBr00,WAS,28,wr,11,1,8,6,75.00%,76,12.7,0,31,9.5,0.5,6.9,0
332,Anthony Sherman\SherAn00,KAN,29,fb,16,3,8,6,75.00%,47,7.8,0,11,5.9,0.4,2.9,0
333,Neal Sterling\SterNe00,NYJ,25,fb,11,1,10,6,60.00%,82,13.7,0,35,8.2,0.5,7.5,0
334,ArDarius Stewart\StewAr00,NYJ,24,wr,15,2,13,6,46.20%,82,13.7,0,46,6.3,0.4,5.5,0
335,Ryan Switzer\SwitRy00,DAL,23,,16,0,7,6,85.70%,41,6.8,0,12,5.9,0.4,2.6,1
336,Brandon Tate\TateBr00,BUF,30,wr,13,1,14,6,42.90%,81,13.5,1,24,5.8,0.5,6.2,1
337,Lawrence Thomas\ThomLa04,NYJ,24,fb/rb,14,4,7,6,85.70%,43,7.2,0,15,6.1,0.4,3.1,0
338,Kenjon Barner\BarnKe00,PHI,27,rb,13,1,8,5,62.50%,56,11.2,0,22,7,0.4,4.3,3
339,Alan Cross\CrosAl00,TAM,24,fb/te,8,4,6,5,83.30%,58,11.6,0,23,9.7,0.6,7.3,0
340,Trevor Davis\DaviTr03,GNB,24,,16,0,7,5,71.40%,70,14,0,29,10,0.3,4.4,0
341,Brittan Golden\GoldBr00,ARI,29,,13,0,9,5,55.60%,70,14,0,29,7.8,0.4,5.4,0
342,Xavier Grimble\GrimXa00,PIT,25,te/wr,15,2,9,5,55.60%,32,6.4,1,12,3.6,0.3,2.1,0
343,Chris Johnson\JohnCh04,ARI,32,rb,4,3,6,5,83.30%,43,8.6,0,15,7.2,1.3,10.8,0
344,Marcus Johnson\JohnMa07,PHI,23,,10,0,8,5,62.50%,45,9,0,16,5.6,0.5,4.5,1
345,Ben Koyack\KoyaBe00,JAX,24,te,16,3,7,5,71.40%,38,7.6,0,21,5.4,0.3,2.4,0
346,Freddie Martino\MartFr00,TAM,26,,8,0,6,5,83.30%,96,19.2,0,39,16,0.6,12,0
347,Tanner McEvoy\McEvTa01,SEA,24,,15,0,9,5,55.60%,113,22.6,0,53,12.6,0.3,7.5,1
348,Bobby Rainey\RainBo00,BAL,30,,4,0,7,5,71.40%,18,3.6,0,12,2.6,1.3,4.5,0
349,Hunter Sharp\SharHu01,2TM,23,,3,1,9,5,55.60%,54,10.8,1,21,6,1.7,18,0
350,Keith Smith\SmitKe03,DAL,25,fb,16,3,5,5,100.00%,26,5.2,0,12,5.2,0.3,1.6,0
351,Mike Thomas\ThomMi04,LAR,23,wr,8,1,7,5,71.40%,93,18.6,0,50,13.3,0.6,11.6,1
352,Chris Thompson\ThomCh05,HOU,23,,13,0,6,5,83.30%,84,16.8,0,32,14,0.4,6.5,3
353,Bryce Treggs\TregBr00,CLE,23,wr,6,1,18,5,27.80%,79,15.8,0,20,4.4,0.8,13.2,1
354,Fozzy Whittaker\WhitFo00,CAR,28,,12,0,6,5,83.30%,47,9.4,1,28,7.8,0.4,3.9,0
355,Noah Brown\BrowNo00,DAL,21,wr,13,1,9,4,44.40%,33,8.3,0,14,3.7,0.3,2.5,0
356,Michael Clark\ClarMi00,GNB,22,,2,0,14,4,28.60%,41,10.3,0,19,2.9,2,20.5,0
357,Matthew Dayes\DayeMa00,CLE,23,,16,0,5,4,80.00%,29,7.3,0,15,5.8,0.3,1.8,0
358,Tyler Eifert\EifeTy00,CIN,27,,2,0,5,4,80.00%,46,11.5,0,22,9.2,2,23,0
359,James Hanna\HannJa00,DAL,28,TE,16,8,9,4,44.40%,88,22,1,31,9.8,0.3,5.5,0
360,Maurice Harris\HarrMa05,WAS,25,,6,0,6,4,66.70%,62,15.5,1,36,10.3,0.7,10.3,0
361,Jeremy Hill\HillJe01,CIN,25,rb,7,7,4,4,100.00%,16,4,0,10,4,0.6,2.3,1
362,Jacob Hollister\HollJa03,NWE,24,te,15,1,11,4,36.40%,42,10.5,0,19,3.8,0.3,2.8,0
363,Akeem Hunt\HuntAk01,KAN,24,,15,0,7,4,57.10%,31,7.8,0,20,4.4,0.3,2.1,0
364,Justin Hunter\HuntJu00,PIT,26,wr,7,1,10,4,40.00%,23,5.8,1,7,2.3,0.6,3.3,0
365,Andy Janovich\JanoAn00,DEN,24,fb,16,4,6,4,66.70%,35,8.8,0,16,5.8,0.3,2.2,0
366,Robert Kelley\KellRo00,WAS,25,rb,7,7,7,4,57.10%,18,4.5,0,9,2.6,0.6,2.6,0
367,Sean McGrath\McGrSe00,LAC,30,te,15,6,4,4,100.00%,46,11.5,0,23,11.5,0.3,3.1,0
368,Isaiah McKenzie\McKeIs00,DEN,22,,11,0,13,4,30.80%,29,7.3,0,14,2.2,0.4,2.6,6
369,Elijhaa Penny\PennEl00,ARI,24,,16,0,6,4,66.70%,38,9.5,0,18,6.3,0.3,2.4,0
370,Jay Prosch\ProsJa00,HOU,25,fb,16,5,4,4,100.00%,31,7.8,0,18,7.8,0.3,1.9,0
371,Patrick Ricard\RicaPa00,BAL,23,,16,0,4,4,100.00%,12,3,2,6,3,0.3,0.8,0
372,Michael Roberts\RobeMi01,DET,23,te,15,3,7,4,57.10%,46,11.5,0,23,6.6,0.3,3.1,0
373,Luke Stocker\StocLu00,2TM,29,,12,5,5,4,80.00%,30,7.5,1,12,6,0.3,2.5,0
374,Phillip Supernaw\SupePh00,TEN,27,te,16,3,6,4,66.70%,39,9.8,1,20,6.5,0.3,2.4,0
375,Will Tye\TyexWi00,NYJ,26,te,3,1,6,4,66.70%,38,9.5,0,21,6.3,1.3,12.7,0
376,Griff Whalen\WhalGr00,BAL,27,,2,0,6,4,66.70%,23,5.8,0,9,3.8,2,11.5,0
377,Jared Abbrederis\AbbrJa00,DET,27,,7,0,7,3,42.90%,44,14.7,0,25,6.3,0.4,6.3,0
378,Blake Bell\BellBl00,MIN,26,te,13,3,4,3,75.00%,19,6.3,0,12,4.8,0.2,1.5,0
379,Quan Bray\BrayQu00,IND,24,,9,0,4,3,75.00%,39,13,0,22,9.8,0.3,4.3,1
380,Darrell Daniels\DaniDa02,IND,23,te,12,3,13,3,23.10%,26,8.7,0,13,2,0.3,2.2,0
381,Josh Ferguson\FergJo02,IND,24,,10,0,4,3,75.00%,16,5.3,0,8,4,0.3,1.6,0
382,Tanner Gentry\GentTa00,CHI,23,wr,4,3,6,3,50.00%,35,11.7,0,15,5.8,0.8,8.8,0
383,Corey Grant\GranCo00,JAX,26,,16,0,4,3,75.00%,41,13.7,0,28,10.3,0.2,2.6,1
384,Chris Matthews\MattCh00,BAL,28,,6,0,6,3,50.00%,25,8.3,0,12,4.2,0.5,4.2,0
385,Devante Mays\MaysDe00,GNB,23,,8,0,3,3,100.00%,0,0,0,1,0,0.4,0,2
386,De'Veon Smith\SmitDe06,MIA,23,,5,0,3,3,100.00%,27,9,0,13,9,0.6,5.4,0
387,Jaelen Strong\StroJa01,2TM,23,,2,0,4,3,75.00%,38,12.7,1,19,9.5,1.5,19,0
388,Randall Telfer\TelfRa00,CLE,25,TE,16,14,4,3,75.00%,36,12,0,20,9,0.2,2.3,0
389,Danny Vitale\VitaDa00,CLE,24,fb,15,6,5,3,60.00%,19,6.3,0,11,3.8,0.2,1.3,0
390,Terron Ward\WardTe00,ATL,25,,14,0,3,3,100.00%,14,4.7,0,11,4.7,0.2,1,1
391,Markus Wheaton\WheaMa00,CHI,26,,11,0,17,3,17.60%,51,17,0,22,3,0.3,4.6,0
392,Chad Williams\WillCh05,ARI,23,wr,6,1,7,3,42.90%,31,10.3,0,15,4.4,0.5,5.2,0
393,Nick Williams\WillNi02,ATL,27,,1,0,4,3,75.00%,30,10,0,14,7.5,3,30,0
394,Jamal Agnew+\AgneJa00,DET,22,,13,0,2,2,100.00%,18,9,0,12,9,0.2,1.4,3
395,Antony Auclair\AuclAn00,TAM,24,te/wr,8,3,2,2,100.00%,25,12.5,0,14,12.5,0.3,3.1,0
396,Michael Burton\BurtMi00,CHI,25,fb,16,3,4,2,50.00%,8,4,0,8,2,0.1,0.5,0
397,Emanuel Byrd\ByrdEm00,GNB,23,,1,0,2,2,100.00%,31,15.5,0,29,15.5,2,31,0
398,Orson Charles\CharOr00,KAN,26,,5,0,2,2,100.00%,53,26.5,0,35,26.5,0.4,10.6,0
399,Jehu Chesson\ChesJe00,KAN,24,wr,12,1,4,2,50.00%,18,9,0,10,4.5,0.2,1.5,0
400,Derrick Coleman\ColeDe00,ATL,27,fb,16,7,7,2,28.60%,20,10,0,11,2.9,0.1,1.3,0
401,Jeff Cumberland\CumbJe00,LAC,30,te,7,3,3,2,66.70%,2,1,0,2,0.7,0.3,0.3,0
402,Shelton Gibson\GibsSh00,PHI,22,,5,0,3,2,66.70%,11,5.5,0,6,3.7,0.4,2.2,0
403,Tion Green\GreeTi00,DET,24,,5,0,2,2,100.00%,14,7,0,9,7,0.4,2.8,0
404,Marvin Hall\HallMa02,ATL,24,,8,0,9,2,22.20%,60,30,1,40,6.7,0.3,7.5,0
405,De'Angelo Henderson\HendDe01,DEN,25,,5,0,2,2,100.00%,36,18,1,29,18,0.4,7.2,0
406,Ryan Hewitt\HewiRy00,CIN,26,rb,13,4,2,2,100.00%,22,11,0,16,11,0.2,1.7,0
407,Darrius Heyward-Bey\HeywDa00,PIT,30,,16,0,3,2,66.70%,47,23.5,0,44,15.7,0.1,2.9,0
408,Cole Hikutini\HikuCo00,SFO,23,,4,0,3,2,66.70%,15,7.5,0,10,5,0.5,3.8,0
409,Brian Hill\HillBr02,2TM,22,,7,0,2,2,100.00%,36,18,0,34,18,0.3,5.1,0
410,Jeff Janis\JaniJe00,GNB,26,,16,0,5,2,40.00%,12,6,0,12,2.4,0.1,0.8,0
411,Zach Line\LineZa01,NOR,27,fb,12,4,5,2,40.00%,8,4,1,5,1.6,0.2,0.7,0
412,Tre Madden\MaddTr01,SEA,24,fb,8,3,2,2,100.00%,65,32.5,0,66,32.5,0.3,8.1,0
413,Chris Manhertz\ManhCh00,CAR,25,te,16,4,4,2,50.00%,17,8.5,0,11,4.3,0.1,1.1,0
414,Marcus Murphy\MurpMa03,BUF,26,,1,0,2,2,100.00%,7,3.5,0,5,3.5,2,7,0
415,Jojo Natson\NatsJo00,NYJ,23,,7,0,5,2,40.00%,18,9,0,19,3.6,0.3,2.6,1
416,Roosevelt Nix*\NixxRo01,PIT,25,fb/rb,16,4,3,2,66.70%,6,3,1,5,2,0.1,0.4,0
417,Darius Powe\PoweDa02,NYG,23,wr,1,1,4,2,50.00%,13,6.5,0,8,3.3,2,13,0
418,Bernard Reedy\ReedBe01,2TM,26,,11,0,2,2,100.00%,21,10.5,0,15,10.5,0.2,1.9,1
419,Jeremy Sprinkle\SpriJe00,WAS,23,te/wr,11,5,3,2,66.70%,13,6.5,1,7,4.3,0.2,1.2,0
420,Geoff Swaim\SwaiGe00,DAL,24,te,15,2,2,2,100.00%,25,12.5,0,18,12.5,0.1,1.7,0
421,Fitzgerald Toussaint\TousFi00,PIT,27,,6,0,3,2,66.70%,9,4.5,0,7,3,0.3,1.5,0
422,Dwayne Washington\WashDw00,DET,23,,5,0,2,2,100.00%,14,7,0,10,7,0.4,2.8,0
423,Derek Watt\WattDe00,LAC,25,fb,16,4,3,2,66.70%,35,17.5,0,23,11.7,0.1,2.2,0
424,Terrance West\WestTe00,BAL,26,rb,5,4,4,2,50.00%,23,11.5,0,15,5.8,0.4,4.6,1
425,Kevin White\WhitKe00,CHI,25,wr,1,1,4,2,50.00%,6,3,0,6,1.5,2,6,0
426,Cameron Artis-Payne\ArtiCa00,CAR,27,,13,0,1,1,100.00%,2,2,0,2,2,0.1,0.2,0
427,Nick Bellore\BellNi01,DET,28,mlb,13,2,1,1,100.00%,1,1,1,1,1,0.1,0.1,0
428,Arrelious Benn\BennAr00,JAX,29,,9,0,2,1,50.00%,12,12,0,12,6,0.1,1.3,0
429,Brandon Bolden\BoldBr00,NWE,27,,16,0,4,1,25.00%,7,7,0,7,1.8,0.1,0.4,0
430,Mack Brown\BrowMa02,2TM,26,,4,0,1,1,100.00%,11,11,0,11,11,0.3,2.8,0
431,Harry Douglas\DougHa00,TEN,33,,2,0,3,1,33.30%,8,8,0,8,2.7,0.5,4,0
432,Lance Dunbar\DunbLa00,LAR,27,,4,0,3,1,33.30%,1,1,0,1,0.3,0.3,0.3,0
433,Jimmy Garoppolo\GaroJi00,SFO,26,qb,6,5,1,1,100.00%,-6,-6,0,-6,-6,0.2,-1,1
434,Mike Gillislee\GillMi00,NWE,27,rb,9,2,1,1,100.00%,15,15,0,15,15,0.1,1.7,1
435,MarQueis Gray\GrayMa00,MIA,28,,16,0,3,1,33.30%,10,10,0,10,3.3,0.1,0.6,0
436,Garrett Griffin\GrifGa00,NOR,23,,3,0,1,1,100.00%,4,4,0,4,4,0.3,1.3,0
437,Cobi Hamilton\HamiCo00,HOU,27,wr,3,1,6,1,16.70%,8,8,0,8,1.3,0.3,2.7,0
438,Matt Hazel\HazeMa01,IND,25,,4,0,1,1,100.00%,1,1,0,1,1,0.3,0.3,0
439,Brett Hundley\HundBr00,GNB,24,QB,11,9,1,1,100.00%,10,10,0,10,10,0.1,0.9,4
440,Taiwan Jones\JoneTa00,BUF,29,,8,0,2,1,50.00%,11,11,0,11,5.5,0.1,1.4,0
441,Joe Kerridge\KerrJo00,GNB,25,,4,0,1,1,100.00%,3,3,0,3,3,0.3,0.8,0
442,Jordan Leslie\LeslJo00,CLE,26,,2,0,1,1,100.00%,26,26,0,26,26,0.5,13,0
